Dự án,Đường/Phố,Phường/Xã,Quận/Huyện,Phân loại quận,Loại tin,Mã tin,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Loại hình chung cư,Nhóm 1-Trường học,Nhóm 1- Chợ/Siêu thị,Nhóm 1-Bệnh viện,Nhóm 2-Công viên,Nhóm 2-Bể bơi,Nhóm 2-Gym,Slot ô tô,Nhà thoáng,Hiện đại,Bán gấp,Lô góc,Hỗ trợ vay,Tầng
Mỹ Đình Plaza 2,số 2  Nguyễn Hoàng,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,39103584,105.0,46.7,,,3.0,2.0,,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
HC Golden City,,Bồ Đề,Long Biên,Nội thành,Tin thường,39124219,120.0,Thỏa thuận,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,1,1,0,1,0,1,1,
Hapulico Complex,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,Nội thành,Tin thường,38637650,250.0,44.0,Tây - Bắc,Đông - Nam,4.0,3.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
CTM 299 Cầu Giấy,Cầu Giấy,Dịch Vọng,Cầu Giấy,Nội thành,Tin thường,39148849,97.0,46.4,Đông - Nam,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,1,0,0,1,0,0,0,0,0,0,1,0,Trung
Roman Plaza,Tố Hữu,Đại Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39146917,99.0,48.5,Đông - Nam,Tây - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Trung
Chelsea Residences,Trần Kim Xuyến,Yên Hòa,Cầu Giấy,Nội thành,Tin thường,39149072,98.0,70.4,,,3.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
C14 - Bộ Công An,Tố Hữu,Trung Văn,Nam Từ Liêm,Nội thành,Tin thường,39113453,109.0,36.7,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,Nội thành,Tin thường,39022235,68.0,51.5,Đông - Bắc,Tây - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Heritage West Lake,Lạc Long Quân,Phú Thượng,Tây Hồ,Nội thành,Tin thường,38553955,330.0,200.0,,,,,Hợp đồng mua bán,,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Thanh Hà Mường Thanh,Nam Hy Hoàng Phong,Kiến Hưng,Hà Đông,Nội thành,Tin thường,39192530,70.0,Thỏa thuận,Tây,Đông,2.0,2.0,Hợp đồng mua bán,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,1,
Hei Tower Điện Lực,Ngụy Như Kon Tum,Nhân Chính,Thanh Xuân,Nội thành,Tin thường,38662146,176.0,43.8,Đông - Nam,Đông - Bắc,4.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,1,0,1,0,0,0,Trung
Le Grand Jardin Sài Đồng,Huỳnh Văn Nghệ,Sài Đồng,Long Biên,Nội thành,Tin thường,38474231,74.0,Thỏa thuận,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,1,0,
Masteri West Heights,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39148831,60.0,66.7,Tây - Nam,Đông - Bắc,,,,,Chung cư,0,0,0,1,0,0,0,0,1,0,0,1,
Khu nhà ở kinh doanh Dịch Vọng,,,Cầu Giấy,Nội thành,Tin thường,39133686,118.0,Thỏa thuận,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,1,0,0,0,1,0,0,0,0,
Oriental Westlake,Lạc Long Quân,Bưởi,Tây Hồ,Nội thành,Tin thường,39122594,88.0,64.8,,,2.0,2.0,,,Chung cư,0,0,0,0,0,0,1,0,0,0,1,0,
Vinhomes Ocean Park Gia Lâm,,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,36283073,47.0,31.9,,,1.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,1,0,1,0,1,1,0,0,0,
Sun Square,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,39188101,109.0,36.6,,,3.0,2.0,,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
TSG Lotus Sài Đồng,Sài Đồng,Việt Hưng,Long Biên,Nội thành,Tin thường,38979650,114.0,39.5,,,3.0,2.0,,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,
Bắc Hà Fodacon,Nguyễn Trãi,Mỗ Lao,Hà Đông,Nội thành,Tin thường,39132383,110.0,32.7,,,3.0,2.0,Sổ đỏ chính xủ.h,,Chung cư,0,1,0,0,0,0,0,1,0,0,1,0,
Tecco Diamond,,Tứ Hiệp,Thanh Trì,Ngoại thành,Tin thường,31662032,105.0,Thỏa thuận,,Đông - Nam,3.0,,Có sổ.,,Chung cư,1,1,0,0,0,0,0,1,0,0,1,0,
Indochina Plaza,Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,38962810,117.0,63.7,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,1,0,0,0,1,1,0,1,0,0,0,0,Trung
Sun Grand City,Thụy Khuê,Thụy Khuê,Tây Hồ,Nội thành,Tin thường,39196176,159.0,Thỏa thuận,,Tây - Nam,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,Cao
BRG Diamond Residence,Lê Văn Lương,Nhân Chính,Thanh Xuân,Nội thành,Tin thường,37855640,350.0,42.9,Đông - Bắc,Đông - Nam,5.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,1,0,0,0,
Eco Dream,Nguyễn Xiển,Tân Triều,Thanh Trì,Ngoại thành,Tin thường,38998236,98.0,43.9,Tây - Bắc,Đông - Nam,3.0,2.0,,,Chung cư,0,0,0,0,0,0,0,0,0,0,1,0,
Rivera Park Hà Nội,Vũ Trọng Phụng,Thanh Xuân Trung,Thanh Xuân,Nội thành,Tin thường,39183269,92.0,67.3,Đông - Nam,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,1,1,0,0,1,0,
An Bình Plaza,Trần Bình,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,38892867,83.0,44.6,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,1,0,
Vinhomes Green Bay Mễ Trì,,,Nam Từ Liêm,Nội thành,Tin thường,39174298,58.0,48.3,Tây - Bắc,Đông - Nam,2.0,,Hợp đồng mua bán,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,Trung
Times City,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin thường,39057462,136.0,69.9,,,4.0,3.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,0,1,1,0,1,0,Trung
Times City,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin thường,39051266,87.0,Thỏa thuận,,Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Chung cư Phố Hào Nam,Hào Nam,Ô Chợ Dừa,Đống Đa,Nội thành,Tin thường,39181615,32.0,21.4,,,1.0,1.0,Sổ đỏ chính chủ.,,Chung cư,0,0,1,0,0,0,1,1,0,0,0,0,
Khai Sơn City,,Ngọc Thụy,Long Biên,Nội thành,Tin thường,38921819,77.0,49.4,Tây - Bắc,Đông - Nam,2.0,2.0,Hợp đồng mua bán,Cơ bản.,Chung cư,1,0,0,1,0,0,0,1,0,0,0,0,
Vinhomes Smart City,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39095214,82.0,36.3,,,3.0,2.0,Đã có sổ đỏ,Full đồ đẹp,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
King Palace,Nguyễn Trãi,Thượng Đình,Thanh Xuân,Nội thành,Tin thường,36110773,125.0,Thỏa thuận,,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,
Tây Hà Tower,Tố Hữu,Trung Văn,Nam Từ Liêm,Nội thành,Tin thường,39186316,127.0,35.4,,,,,,,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
CT2 Trung Văn Viettel Hancic,Tố Hữu,Trung Văn,Nam Từ Liêm,Nội thành,Tin thường,38877675,127.0,42.5,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Imperia Smart City,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39153537,62.5,64.0,,Đông - Bắc,3.0,2.0,Đang chờ sổ,Cơ bản,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Vinhomes Ocean Park Gia Lâm,,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,39194137,80.0,32.2,,,3.0,2.0,Sổ đỏ,Nội thất: Đã hoàn thiện nội thất cao cấp chủ đầu tư.,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,
Eco City Việt Hưng,,Giang Biên,Long Biên,Nội thành,Tin thường,38817860,77.0,35.1,,,2.0,2.0,Sổ đỏ/ Sổ hồng,"Đầy đủ + Sàn gỗ nhập khẩu Đức, trần thạch cao. + Thiết bị vệ sinh ToTo, vách tắm đứng, tủ gỗ Lavabo. + Điều hòa 2 chiều Mitsubishi. + Tủ bếp trên + dưới, bếp từ, hút mùi Hafele. + Hệ thống cửa chính,",Chung cư,1,1,0,1,1,1,0,1,0,0,0,1,Cao
Amber Riverside,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin thường,39195533,95.0,68.4,Tây,Đông,3.0,2.0,Sổ Hồng lâu dài,Full đồ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Green Diamond 93 Láng Hạ,Láng Hạ,Láng Hạ,Đống Đa,Nội thành,Tin thường,39150279,101.0,74.3,Tây - Nam,Đông - Bắc,2.0,2.0,,"Bàn giao: Trần, sàn, thiết bị vệ sinh nhập khẩu cao cấp, điều hòa âm trần 2 chiều Daikin.",Chung cư,0,0,0,0,0,0,0,0,1,0,0,0,
Masteri West Heights,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,38651302,80.0,76.9,,,2.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,1,1,1,0,1,0,
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,Nội thành,Tin thường,39151043,94.0,49.6,Đông - Bắc,Tây - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,1,1,0,0,0,0,Trung
Lumi Hanoi,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39163443,106.0,67.9,,,3.0,2.0,,,Chung cư,1,1,1,0,0,0,0,0,1,0,0,1,
Legend Tower 109 Nguyễn Tuân,Nguyễn Tuân,Nhân Chính,Thanh Xuân,Nội thành,Tin thường,38663080,105.0,56.2,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ chính chủ.,Full nội thất.,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,Trung
The Tonkin - Vinhomes Smart City,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39109190,29.0,63.8,,Đông - Bắc,1.0,1.0,,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Tây Nam Hồ Linh Đàm,Bằng A,Hoàng Liệt,Hoàng Mai,Nội thành,Tin thường,39180410,97.6,42.5,,,3.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
HH2 Bắc Hà,Tố Hữu,Trung Văn,Nam Từ Liêm,Nội thành,Tin thường,37845552,101.0,37.6,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,0,0,0,1,0,
D’. Le Roi Soleil,Xuân Diệu,Quảng An,Tây Hồ,Nội thành,Tin thường,39049035,111.0,67.6,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,1,0,0,0,
The Miami,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39132870,64.0,56.2,Đông - Nam,Tây - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,1,0,1,1,1,1,0,0,0,0,0,0,
Vinhomes Skylake,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,35528366,100.0,65.0,,,3.0,,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,0,0,0,0,1,0,
Ecolife Capitol,Tố Hữu,Trung Văn,Nam Từ Liêm,Nội thành,Tin thường,39187002,111.0,39.6,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,1,1,0,0,0,0,0,0,
Goldmark City,Hồ Tùng Mậu,Phú Diễn,Bắc Từ Liêm,Nội thành,Tin VIP Bạc,39180818,139.0,40.6,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,1,0,1,0,Trung
Moonlight 1 - An Lạc Green Symphony,,An Khánh,Hoài Đức,Ngoại thành,Tin thường,39132106,88.0,43.2,,Đông - Nam,2.0,1.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,1,0,0,0,1,0,0,0,0,
Sunshine City,,Đông Ngạc,Bắc Từ Liêm,Nội thành,Tin thường,38398619,190.0,Thỏa thuận,,,4.0,3.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,1,0,0,1,0,0,0,0,
Vinhomes Green Bay Mễ Trì,Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,Nội thành,Tin VIP Bạc,39029720,28.0,39.3,Đông - Bắc,Tây - Nam,,,,,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Vinhomes Ocean Park Gia Lâm,An Đào A,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,38743696,47.0,31.9,Tây - Nam,Đông - Bắc,1.0,1.0,Sổ đỏ/ Sổ hồng.,,Chung cư,0,0,0,1,0,0,0,1,0,0,0,0,
VOV Mễ Trì,Lương Thế Vinh,Mễ Trì,Nam Từ Liêm,Nội thành,Tin thường,39155045,70.0,38.6,,,2.0,2.0,Sổ đỏ/ Sổ hồng.,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Thấp
Chung cư mini Đường Đội Cấn,Đội Cấn,Đội Cấn,Ba Đình,Ngoại thành,Tin thường,37815489,50.0,Thỏa thuận,,,,,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư mini,1,0,0,0,0,0,1,1,0,0,0,0,
Green Diamond 93 Láng Hạ,93  Láng Hạ,Láng Hạ,Đống Đa,Nội thành,Tin VIP Bạc,38701765,91.0,Thỏa thuận,,,,,,,Chung cư,1,0,0,0,1,0,1,1,1,0,0,0,
Chung cư Đường Xuân La,Xuân La,Xuân La,Tây Hồ,Nội thành,Tin thường,39116587,35.0,Thỏa thuận,,,1.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Happy Star Tower,,Giang Biên,Long Biên,Nội thành,Tin thường,39186640,77.0,29.9,,,3.0,2.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,0,1,0,1,0,
HC Golden City,Hồng Tiến,Bồ Đề,Long Biên,Nội thành,Tin thường,39135182,72.0,44.4,,,2.0,2.0,Đã có sổ đỏ,"Đầy Đủ Trang bị full nội thất, giường tủ phòng ngủ, bàn ghế, điều hòa âm trần, bình nl, bon tắm, vệ sinh cao cấp, tủ bếp, bàn ăn, tivi, tủ lạnh, máy rửa bát, máy giặt... Đăng cấp.",Chung cư,0,0,0,1,0,0,0,0,1,0,0,0,
Hateco Hoàng Mai,,Yên Sở,Hoàng Mai,Nội thành,Tin thường,39156182,97.5,31.3,Bắc,Đông,3.0,2.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Lumi Hanoi,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39181651,43.0,62.8,Đông - Nam,Đông - Nam,1.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Nam Trung Yên,Phạm Hùng,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,39153159,72.0,41.7,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,1,1,0,0,0,0,1,0,0,0,0,0,
Hà Nội Paragon,,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39127869,88.0,Thỏa thuận,,,2.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
335 Cầu Giấy,Cầu Giấy,Dịch Vọng,Cầu Giấy,Nội thành,Tin thường,39153576,90.0,43.3,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,1,0,0,0,0,0,0,0,0,0,0,0,
Tecco Garden,Tứ Hiệp,Tứ Hiệp,Thanh Trì,Ngoại thành,Tin thường,38717958,127.0,Thỏa thuận,,,4.0,3.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,1,1,1,1,0,1,0,1,0,0,0,1,
Chung cư Đại Thanh,Phan Trọng Tuệ,Tả Thanh Oai,Thanh Trì,Ngoại thành,Tin thường,39160954,42.0,26.9,Đông - Nam,Tây - Bắc,1.0,1.0,Hợp đồng mua bán,Cơ bản,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Thấp
N05 Trần Duy Hưng,Trần Duy Hưng,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,39169813,162.0,50.0,Đông - Nam,Tây - Bắc,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,Trung
Times Tower Lê Văn Lương,Lê Văn Lương,Nhân Chính,Thanh Xuân,Nội thành,Tin thường,39126148,107.0,52.3,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Lumiere EverGreen Smart City,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39150239,80.0,71.9,Đông - Nam,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,1,1,0,0,0,1,0,0,0,
C3 Lê Văn Lương (Golden Palace),Lê Văn Lương,Nhân Chính,Thanh Xuân,Nội thành,Tin thường,39029657,128.0,53.9,,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,Trung
Roman Plaza,Tố Hữu,Đại Mỗ,Nam Từ Liêm,Nội thành,Tin thường,38320496,77.0,48.1,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Seasons Avenue,,Mỗ Lao,Hà Đông,Nội thành,Tin thường,39008772,75.0,52.0,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,1,0,1,0,
Khu Ngoại Giao Đoàn,Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,Nội thành,Tin thường,38829580,135.0,55.6,,,3.0,2.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Chung cư,0,0,0,0,1,1,1,1,1,0,1,0,
Lancaster Hà Nội,Núi Trúc,Giảng Võ,Ba Đình,Ngoại thành,Tin thường,38954282,120.0,Thỏa thuận,,Tây - Nam,2.0,2.0,,,Chung cư,0,1,0,0,1,1,0,1,1,0,0,0,
Ecolife Capitol,Tố Hữu,Trung Văn,Nam Từ Liêm,Nội thành,Tin thường,37876553,76.0,46.1,Tây - Nam,Đông - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng.,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
CT5-CT6 Lê Đức Thọ,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,39114023,98.0,40.8,,,3.0,2.0,,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Thanh Hà Mường Thanh,25,Kiến Hưng,Hà Đông,Nội thành,Tin thường,39127687,68.35,Thỏa thuận,,,2.0,2.0,,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,1,
Lumi Hanoi,Đại lộ Thăng Long,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39126481,74.3,66.1,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,1,1,1,0,0,1,0,0,0,
An Bình City,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,Nội thành,Tin thường,38473554,83.0,53.0,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,1,0,0,0,0,0,0,0,0,
Valencia Garden,,Đức Giang,Long Biên,Nội thành,Tin thường,38741659,155.0,28.4,Bắc,Đông - Bắc,4.0,3.0,Sổ đỏ/ Sổ hồng,"Đầy đủ sẵn điều hòa, tủ bếp, bếp từ hút mùi, nóng lạnh, giường tủ, khóa vân tay...",Chung cư,1,0,1,1,0,0,0,1,1,0,0,1,Cao
Nhà tập thể Đường Nguyễn Trãi,Nguyễn Trãi,Thanh Xuân Bắc,Thanh Xuân,Nội thành,Tin thường,38827554,50.0,32.0,Đông - Nam,Đông - Nam,2.0,1.0,Sổ đỏ/ Sổ hồng,,Nhà tập thể,1,1,0,0,0,0,1,0,0,0,0,0,
The Matrix One,,,Nam Từ Liêm,Nội thành,Tin thường,38339245,125.0,Thỏa thuận,Đông - Bắc,Tây - Nam,3.0,2.0,Hợp đồng mua bán,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,1,
Le Grand Jardin Sài Đồng,Huỳnh Văn Nghệ,Sài Đồng,Long Biên,Nội thành,Tin thường,38959154,77.0,41.6,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Chung cư Ruby City CT3,Phúc Lợi,Giang Biên,Long Biên,Nội thành,Tin thường,38732705,59.0,27.1,Nam,Nam,3.0,2.0,Đang chờ sổ,"Đầy đủ nội thất bàn giao đầy đủ full NT cao cấp điều hòa, rèm, giường tủ, tủ lạnh...",Chung cư,0,0,0,1,0,0,0,1,1,0,0,1,
Times City,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin thường,38733660,87.0,Thỏa thuận,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
The Artemis,Lê Trọng Tấn,Khương Mai,Thanh Xuân,Nội thành,Tin thường,39132932,100.0,59.0,Tây,Đông,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,1,0,0,0,0,0,0,0,1,0,
Nhà ở cho CBCS Bộ Công an,Phạm Văn Đồng,Cổ Nhuế 2,Bắc Từ Liêm,Nội thành,Tin thường,39164200,70.0,50.0,,,2.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,0,0,0,0,1,0,
173 Xuân Thủy,Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39148250,110.0,46.0,,,3.0,2.0,,,Chung cư,1,0,0,0,0,0,0,0,1,0,1,1,
Vinhomes Smart City,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,37594729,43.0,43.0,,,1.0,1.0,Sổ đỏ/ Sổ hồng.,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,1,
Mipec Rubik 360,Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39144468,156.0,50.0,,,4.0,3.0,,,Chung cư,0,0,0,1,0,0,0,1,0,0,0,0,
Eurowindow Multi Complex,Trần Duy Hưng,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,39032602,110.0,54.1,Đông - Nam,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,1,1,0,1,0,0,0,0,1,0,0,1,
Chung cư 184,Hoàng Quốc Việt,Nghĩa Đô,Cầu Giấy,Nội thành,Tin thường,39156054,82.0,44.5,,,2.0,2.0,,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Thấp
M3 - M4 Nguyễn Chí Thanh,Nguyễn Chí Thanh,Láng Hạ,Đống Đa,Nội thành,Tin thường,39164552,155.0,Thỏa thuận,,,3.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,0,1,0,0,1,0,
Tòa nhà 197 Trần Phú,Trần Phú,Văn Quán,Hà Đông,Nội thành,Tin thường,39099677,88.9,34.3,Tây - Nam,Tây - Bắc,2.0,2.0,Sổ đỏ,Cơ bản,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Chung cư Đại Thanh,Phan Trọng Tuệ,Tả Thanh Oai,Thanh Trì,Ngoại thành,Tin thường,39168817,42.2,26.8,Tây - Bắc,Đông - Nam,1.0,1.0,Hợp đồng mua bán,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Chung cư mini Đường Mạc Thái Tổ,Mạc Thái Tổ,Dịch Vọng,Cầu Giấy,Nội thành,Tin thường,39160509,85.0,41.8,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư mini,0,0,0,0,0,0,1,0,0,0,0,0,
Moonlight 1 - An Lạc Green Symphony,,An Khánh,Hoài Đức,Ngoại thành,Tin thường,39136196,89.0,46.0,Đông - Bắc,Tây - Nam,3.0,2.0,Hợp đồng mua bán.,Cơ bản.,Chung cư,0,0,0,1,0,0,0,1,0,0,0,1,Trung
Sunshine Garden,Dương Văn Bé,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin thường,38998107,85.0,49.4,,,3.0,2.0,,Nội thất: Để lại toàn bộ đồ nội thất.,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Trung
Roman Plaza,Tố Hữu,Đại Mỗ,Nam Từ Liêm,Nội thành,Tin VIP Bạc,39188014,124.0,45.2,,,3.0,3.0,Sổ đỏ/ Sổ hồng.,Cơ bản,Chung cư,0,0,0,0,0,0,0,1,0,0,1,0,Cao
