Đường/Phố,Phường/Xã,Quận/Huyện,Phân loại quận,Loại tin,Mã tin,Diện tích,Mức giá,Mặt tiền,Đường vào,Hướng ban công,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Loại hình,Nhóm 1-Trường học,Nhóm 1- Chợ/Siêu thị,Nhóm 1-Bệnh viện,Công viên,Loại ngõ,Vỉa hè,Bán gấp,Sân phơi,Nhà thoáng,Gần hồ,An ninh,Hiện đại,Chỗ để xe,Thang máy,Lô góc,Hỗ trợ vay
,Việt Hưng,Long Biên,Nội thành,Tin thường,39070215,1000.0,Thỏa thuận,,,,,,,,Khác,Khác,Biệt thự,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0
La Nội,Dương Nội,Hà Đông,Nội thành,Tin thường,39174127,30.0,Thỏa thuận,,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,0,1,,0,1,0,1,0,1,0,0,0,1,1
,Tiền Phong,Mê Linh,Ngoại thành,Tin thường,38589616,285.0,Thỏa thuận,,13.5,,Tây - Nam,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,1
Tố Hữu,La Khê,Hà Đông,Nội thành,Tin thường,35829826,108.0,Thỏa thuận,,19.0,Đông - Nam,Đông - Bắc,6.0,6.0,7.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,1,,0,1,0,0,0,0,1,0,1,1,0
Tây Sơn,Quang Trung,Đống Đa,Nội thành,Tin thường,39161578,84.0,Thỏa thuận,,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,0,0,,0,1,0,0,0,0,1,1,1,0,0
Nguyễn Quý Đức,Thanh Xuân Bắc,Thanh Xuân,Nội thành,Tin thường,39164114,40.0,Thỏa thuận,,,,,5.0,5.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,1,0,0,Nhỏ,0,0,0,1,0,0,0,1,0,0,0
Nguyệt Quế,Việt Hưng,Long Biên,Nội thành,Tin thường,36627821,90.0,Thỏa thuận,,,Tây - Bắc,Tây - Bắc,,,,Khác,Full nội thất,Biệt thự,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1
Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,39215111,190.0,Thỏa thuận,,,,,,,,Khác,Khác,Biệt thự,1,1,0,0,,0,1,0,0,0,1,0,0,0,1,0
Nguyễn Xiển,Đại Kim,Hoàng Mai,Nội thành,Tin thường,38817017,250.0,Thỏa thuận,15.0,13.0,,Tây - Bắc,5.0,7.0,6.0,Khác,Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
Láng Hạ,Láng Hạ,Đống Đa,Nội thành,Tin thường,38941505,40.0,Thỏa thuận,4.4,,,,5.0,3.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,0,0,0,,0,0,0,1,0,0,1,0,0,1,0
Hoàng Công,Kiến Hưng,Hà Đông,Nội thành,Tin thường,39162946,66.0,Thỏa thuận,5.0,6.0,,,4.0,4.0,3.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,0,0,0,Nhỏ,0,0,1,0,0,0,0,1,0,0,0
Nguyễn Xiển,Đại Kim,Hoàng Mai,Nội thành,Tin thường,39224260,124.5,Thỏa thuận,,21.0,,,3.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Lê Trọng Tấn,Phú La,Hà Đông,Nội thành,Tin thường,39143523,50.0,Thỏa thuận,5.5,24.0,,Bắc,5.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,1,1,0,1,,1,0,0,0,0,0,0,0,1,0,0
32,Kim Chung,Hoài Đức,Ngoại thành,Tin thường,38785303,80.3,Thỏa thuận,5.0,24.0,,Tây - Nam,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,1,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
Lê Trọng Tấn,Phú La,Hà Đông,Nội thành,Tin thường,39057008,155.0,Thỏa thuận,,17.0,,,5.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,1,,0,1,0,1,0,1,1,0,0,1,0
,Mỗ Lao,Hà Đông,Nội thành,Tin thường,38012218,160.0,Thỏa thuận,11.0,23.0,,,3.0,5.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Biệt thự,0,0,0,0,,1,0,0,0,1,1,1,0,0,0,0
Cổ Loa,Uy Nỗ,Đông Anh,Ngoại thành,Tin thường,36251584,70.0,Thỏa thuận,,,,,,,,Khác,Khác,Biệt thự,1,0,0,0,,0,1,0,1,0,0,0,0,0,0,0
Nghĩa Lộ,Yên Nghĩa,Hà Đông,Nội thành,Tin thường,39159285,40.0,Thỏa thuận,4.0,3.0,,,1.0,2.0,1.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Nhà riêng,1,1,1,0,Nhỏ,0,1,0,0,0,0,0,0,0,0,0
Lạc Long Quân,Phú Thượng,Tây Hồ,Nội thành,Tin thường,37359752,230.0,Thỏa thuận,,,,,3.0,4.0,3.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,,0,0,0,1,0,0,1,0,1,0,0
Ngọc Thụy,Thượng Thanh,Long Biên,Nội thành,Tin thường,27323067,178.0,Thỏa thuận,9.0,25.0,,,3.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,1,1,1,1,Rộng,0,0,0,0,1,1,0,1,0,0,0
,Phùng,Đan Phượng,Ngoại thành,Tin thường,38887815,400.0,Thỏa thuận,,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
Quảng Khánh,Quảng An,Tây Hồ,Nội thành,Tin thường,37555369,74.0,Thỏa thuận,5.0,10.0,,,6.0,6.0,6.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,0,0,Nhỏ,1,0,0,1,1,1,1,0,1,0,0
Nguyệt Quế,Việt Hưng,Long Biên,Nội thành,Tin thường,23976289,168.0,Thỏa thuận,8.0,13.5,Đông - Nam,Đông - Nam,4.0,5.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,0
,,Nam Từ Liêm,Nội thành,Tin thường,38357367,307.0,Thỏa thuận,,,,,,,,Khác,Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
,Đại Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39078649,39.0,Thỏa thuận,,3.0,Tây - Nam,Tây - Nam,4.0,4.0,3.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,0,0,Nhỏ,0,1,1,1,0,0,0,0,0,0,0
Linh Đàm,Đại Kim,Hoàng Mai,Nội thành,Tin thường,39232138,220.0,Thỏa thuận,12.2,,,,1.0,1.0,10.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0
Tây Thăng Long,Tây Tựu,Bắc Từ Liêm,Nội thành,Tin thường,38255259,180.0,Thỏa thuận,6.0,60.0,Nam,Nam,,,,Hợp đồng mua bán,Khác,Biệt thự,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0
,Thanh Liệt,Thanh Trì,Ngoại thành,Tin thường,37700955,132.0,Thỏa thuận,,,,,4.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0
,,Tây Hồ,Nội thành,Tin thường,39032918,445.0,Thỏa thuận,,13.0,,,4.0,5.0,6.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,1,,0,0,0,0,1,0,1,0,0,0,0
Lạc Long Quân,Nghĩa Đô,Cầu Giấy,Nội thành,Tin thường,39219993,75.0,Thỏa thuận,4.0,6.0,,,5.0,6.0,2.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,0,0,0,,0,0,0,0,1,0,0,1,1,0,0
Tố Hữu,Dương Nội,Hà Đông,Nội thành,Tin thường,39174362,170.0,Thỏa thuận,8.5,,,,4.0,,,Hợp đồng mua bán,Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Bạch Mai,Bạch Mai,Hai Bà Trưng,Nội thành,Tin thường,39144938,60.0,Thỏa thuận,5.0,3.0,,,4.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,1,0,0,Nhỏ,0,0,0,1,0,0,0,0,0,0,0
,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,38868521,183.0,Thỏa thuận,10.2,,,Tây - Bắc,,,,Khác,Khác,Biệt thự,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0
Yên Xá,Tân Triều,Thanh Trì,Ngoại thành,Tin thường,39113413,60.0,Thỏa thuận,4.0,7.0,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
Thanh Am,Thượng Thanh,Long Biên,Nội thành,Tin thường,37948089,80.0,Thỏa thuận,6.2,,,,6.0,5.0,6.0,Khác,Nội thất cao cấp,Nhà riêng,0,0,0,0,Nhỏ,1,0,1,0,0,0,1,1,1,0,0
Nghĩa Tân,Nghĩa Tân,Cầu Giấy,Nội thành,Tin thường,39209916,20.0,Thỏa thuận,3.5,,,Nam,5.0,3.0,4.0,Khác,Nội thất cơ bản,Nhà riêng,1,1,0,1,,0,0,1,0,0,0,0,0,0,0,0
,Phú Lương,Hà Đông,Nội thành,Tin thường,36756628,62.5,Thỏa thuận,5.0,13.0,Đông - Nam,Đông - Nam,5.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Biệt thự,1,0,0,0,,0,1,0,1,0,0,0,0,0,1,0
Hoàng Công,Kiến Hưng,Hà Đông,Nội thành,Tin thường,39162969,55.0,Thỏa thuận,4.0,6.0,Đông - Nam,Đông - Nam,5.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,0,0,Nhỏ,0,0,1,0,0,0,0,1,0,0,0
Láng Hòa Lạc,An Khánh,Hoài Đức,Ngoại thành,Tin thường,35138560,580.0,Thỏa thuận,,13.0,,Bắc,3.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0
70,Vân Canh,Hoài Đức,Ngoại thành,Tin thường,39141978,40.0,Thỏa thuận,,,,,5.0,4.0,4.0,Khác,Khác,Nhà riêng,1,1,1,0,,0,0,1,0,0,1,1,0,0,0,0
Quốc lộ 32,Trạm Trôi,Hoài Đức,Ngoại thành,Tin thường,35429081,300.0,Thỏa thuận,,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Sài Đồng,Sài Đồng,Long Biên,Nội thành,Tin thường,39159827,140.0,Thỏa thuận,5.0,,,,,4.0,,Khác,Khác,Nhà riêng,0,0,0,0,Nhỏ,0,1,0,0,0,0,0,1,0,0,0
Văn Khê,La Khê,Hà Đông,Nội thành,Tin thường,31070000,83.0,Thỏa thuận,5.0,24.0,,,5.0,5.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,1,1,0,0,Nhỏ,1,1,1,0,0,0,1,0,0,0,0
Hàm Nghi,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,38861434,96.0,Thỏa thuận,6.0,20.0,Đông - Bắc,Đông - Bắc,6.0,6.0,6.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất thô,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,1
Tân Mai,Hoàng Văn Thụ,Hoàng Mai,Nội thành,Tin VIP Bạc,36430831,112.8,Thỏa thuận,6.0,,,Tây - Bắc,,,,Khác,Khác,Biệt thự,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0
Trích Sài,Thụy Khuê,Tây Hồ,Nội thành,Tin thường,39088004,126.0,Thỏa thuận,8.5,8.0,,,4.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cao cấp,Biệt thự,0,0,0,0,,1,0,0,0,1,1,0,0,0,0,0
,La Khê,Hà Đông,Nội thành,Tin thường,38939134,210.0,Thỏa thuận,,,,,6.0,,,Khác,Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0
Đàm Quang Trung,Long Biên,Long Biên,Nội thành,Tin thường,39067867,72.0,Thỏa thuận,5.0,6.0,,,6.0,4.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,1,0,0,,1,0,0,1,0,1,1,1,1,0,1
Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,Nội thành,Tin thường,33521903,306.8,Thỏa thuận,10.0,10.5,,Đông - Bắc,4.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,1,0,0,0,,0,0,0,0,0,1,0,1,0,0,0
Láng Hòa Lạc,An Khánh,Hoài Đức,Ngoại thành,Tin thường,39199483,280.0,Thỏa thuận,,,,,,,,Khác,Khác,Biệt thự,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,36541023,150.0,Thỏa thuận,,,,,,,,Khác,Khác,Biệt thự,0,0,0,1,,0,1,0,1,0,0,0,0,0,0,0
,,Long Biên,Nội thành,Tin thường,38535998,220.0,Thỏa thuận,11.0,18.0,Đông - Nam,Tây - Bắc,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Chưa có nội thất,Biệt thự,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0
,Dương Nội,Hà Đông,Nội thành,Tin thường,36777804,162.0,Thỏa thuận,9.0,27.0,Đông - Bắc,Đông - Bắc,4.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Mậu Lương,Kiến Hưng,Hà Đông,Nội thành,Tin thường,38926630,31.0,Thỏa thuận,,,,Nam,,,,Khác,Khác,Nhà riêng,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Bùi Xương Trạch,Khương Đình,Thanh Xuân,Nội thành,Tin thường,39116837,32.0,Thỏa thuận,4.4,3.0,Nam,Nam,5.0,5.0,6.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,0,0,Rộng,0,0,1,0,0,0,0,0,0,1,0
,Phú Thượng,Tây Hồ,Nội thành,Tin thường,39054021,41.0,Thỏa thuận,5.5,4.0,,Bắc,5.0,4.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,0,0,,0,0,1,1,1,0,0,0,0,1,0
Phùng Chí Kiên,Nghĩa Tân,Cầu Giấy,Nội thành,Tin thường,39211082,50.0,Thỏa thuận,,,,,5.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Nhà riêng,0,0,0,0,,0,0,1,1,0,1,0,1,0,0,0
Quốc lộ 32,Di Trạch,Hoài Đức,Ngoại thành,Tin thường,39027610,135.0,Thỏa thuận,7.5,30.0,,,5.0,5.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Yên Xá,Tân Triều,Thanh Trì,Ngoại thành,Tin thường,39141842,105.0,Thỏa thuận,,,,,4.0,5.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cao cấp,Biệt thự,1,1,1,1,,1,1,0,0,0,1,1,0,0,0,0
Hàm Nghi,Cầu Diễn,Nam Từ Liêm,Nội thành,Tin thường,39188774,290.0,Thỏa thuận,12.0,20.0,,,3.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
Lê Quý Đôn,Bạch Đằng,Hai Bà Trưng,Nội thành,Tin thường,39221886,52.9,Thỏa thuận,,3.0,,,3.0,3.0,2.0,Khác,Khác,Nhà riêng,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
,Kim Nỗ,Đông Anh,Ngoại thành,Tin thường,36148927,1100.0,Thỏa thuận,,,,Đông - Nam,3.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Chưa có nội thất,Biệt thự,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
Lê Trọng Tấn,Kiến Hưng,Hà Đông,Nội thành,Tin thường,38926600,50.0,Thỏa thuận,4.0,,,,,,,Khác,Khác,Nhà riêng,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
,,Long Biên,Nội thành,Tin thường,38860069,240.0,Thỏa thuận,,,,,4.0,4.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
Trịnh Công Sơn,Nhật Tân,Tây Hồ,Nội thành,Tin thường,35423581,125.0,Thỏa thuận,9.0,2.0,,,2.0,3.0,2.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,0
,Phú Thượng,Tây Hồ,Nội thành,Tin thường,39187829,189.6,Thỏa thuận,,17.5,Đông - Nam,Nam,5.0,5.0,5.0,Khác,Khác,Biệt thự,1,0,0,1,,0,0,0,0,1,0,1,1,0,0,0
Hoàng Quốc Việt,Nghĩa Tân,Cầu Giấy,Nội thành,Tin thường,38983930,40.0,Thỏa thuận,,,,,,,,Khác,Khác,Nhà riêng,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0
Xuân La,Xuân La,Tây Hồ,Nội thành,Tin thường,39181950,75.0,Thỏa thuận,5.0,,,,4.0,7.0,7.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
,Tả Thanh Oai,Thanh Trì,Ngoại thành,Tin thường,39180879,35.0,Thỏa thuận,,3.0,,,3.0,,,Khác,Khác,Nhà riêng,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
Tố Hữu,Dương Nội,Hà Đông,Nội thành,Tin thường,38505010,200.0,Thỏa thuận,,,,,,,,Khác,Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
Thái Hà,Trung Liệt,Đống Đa,Nội thành,Tin thường,38974376,61.0,Thỏa thuận,,,,,7.0,,,Khác,Khác,Nhà riêng,0,0,0,0,,0,0,1,1,0,1,1,0,1,0,0
Văn La,Phú La,Hà Đông,Nội thành,Tin thường,38848457,54.0,Thỏa thuận,,,,,4.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,1,0,0,,0,0,1,1,0,1,0,1,0,0,0
Nghi Tàm,Yên Phụ,Tây Hồ,Nội thành,Tin thường,39170657,90.0,Thỏa thuận,4.9,7.0,,,4.0,4.0,3.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,0,0,0,Nhỏ,0,0,0,0,1,1,0,0,0,0,0
Yên Xá,Tân Triều,Thanh Trì,Ngoại thành,Tin thường,30734756,100.0,Thỏa thuận,5.2,13.0,,Nam,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,1,0,0,1,,0,1,0,0,0,0,0,0,0,0,1
Ngọc Thụy,Thượng Thanh,Long Biên,Nội thành,Tin thường,30261850,159.0,Thỏa thuận,9.0,25.0,Đông - Bắc,Đông - Bắc,4.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Biệt thự,0,0,0,0,,0,1,0,1,0,0,0,1,0,0,0
Lê Trọng Tấn,An Khánh,Hoài Đức,Ngoại thành,Tin thường,36500574,333.0,Thỏa thuận,,,,Tây,,,,Khác,Khác,Biệt thự,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0
Láng Hòa Lạc,An Khánh,Hoài Đức,Ngoại thành,Tin thường,37793466,194.0,Thỏa thuận,,34.0,,Đông - Nam,,,,Hợp đồng mua bán,Khác,Biệt thự,0,0,0,1,,0,1,0,0,0,0,0,1,0,0,0
Ngọa Long,Minh Khai,Bắc Từ Liêm,Nội thành,Tin thường,38906189,45.0,Thỏa thuận,,,,,4.0,4.0,,Khác,Khác,Nhà riêng,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
,Vân Canh,Hoài Đức,Ngoại thành,Tin thường,38883625,55.0,Thỏa thuận,,9.0,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,0,0,0,,1,0,0,1,0,0,0,0,0,0,0
Nguyễn Thị Định,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,37211382,75.0,Thỏa thuận,5.0,10.0,,,5.0,,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0
Đại lộ Thăng Long,An Khánh,Hoài Đức,Ngoại thành,Tin thường,38996681,390.0,Thỏa thuận,,,,,,,,Khác,Khác,Biệt thự,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1
,La Khê,Hà Đông,Nội thành,Tin thường,39009060,210.0,Thỏa thuận,,,,,5.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
Quốc lộ 32,Di Trạch,Hoài Đức,Ngoại thành,Tin thường,35226872,90.0,Thỏa thuận,5.0,33.0,,Đông - Nam,5.0,,,Hợp đồng mua bán,Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
Lạc Long Quân,Phú Thượng,Tây Hồ,Nội thành,Tin thường,37699329,180.0,Thỏa thuận,,,,Bắc,,,,Khác,Khác,Biệt thự,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0
Trần Quang Diệu,Ô Chợ Dừa,Đống Đa,Nội thành,Tin thường,39217875,60.0,Thỏa thuận,6.0,,,,6.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0
,Phú Đô,Nam Từ Liêm,Nội thành,Tin thường,39229712,68.0,Thỏa thuận,,,,,7.0,17.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,0,0,0,,0,0,0,1,0,0,0,0,1,1,0
Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,7885265,210.0,Thỏa thuận,,,,,,,,Khác,Khác,Biệt thự,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,0
,Vân Canh,Hoài Đức,Ngoại thành,Tin thường,37484896,231.0,Thỏa thuận,,,,Đông - Nam,,,,Khác,Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
Vũ Tông Phan,Khương Trung,Thanh Xuân,Nội thành,Tin thường,39185465,35.0,Thỏa thuận,4.0,6.0,,,6.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,0,1,0,,0,1,0,0,0,0,0,1,0,0,0
Nguyễn Khuyến,Văn Quán,Hà Đông,Nội thành,Tin thường,39180062,60.0,Thỏa thuận,,,,,7.0,,,Khác,Khác,Nhà riêng,0,0,0,0,,0,0,1,0,0,1,0,1,1,0,0
Ngọc Thụy,Ngọc Thụy,Long Biên,Nội thành,Tin thường,39101060,32.0,Thỏa thuận,,,,,5.0,3.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Nhà riêng,1,1,0,1,,0,0,0,0,0,0,0,0,0,0,0
,Phú La,Hà Đông,Nội thành,Tin thường,35466993,126.0,Thỏa thuận,7.0,42.0,,,7.0,8.0,10.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,1
Lê Trọng Tấn,An Khánh,Hoài Đức,Ngoại thành,Tin thường,39227787,186.0,Thỏa thuận,,,,,3.0,6.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0
Quang Trung,La Khê,Hà Đông,Nội thành,Tin thường,39064281,65.0,Thỏa thuận,4.0,12.0,Tây - Nam,Tây - Nam,5.0,5.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,Nhỏ,1,0,0,0,0,0,0,0,0,0,1
Vạn Phúc,Vạn Phúc,Hà Đông,Nội thành,Tin thường,38285428,44.5,Thỏa thuận,4.2,6.0,Đông - Nam,Đông - Nam,4.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,0,0,Rộng,0,0,0,0,0,0,0,0,0,0,0
Miếu Đầm,Mễ Trì,Nam Từ Liêm,Nội thành,Tin thường,39058283,60.0,Thỏa thuận,,,,,9.0,19.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,1,0,0,,0,0,0,0,0,0,0,0,1,0,0
Xã Đàn,Nam Đồng,Đống Đa,Nội thành,Tin thường,38811751,76.0,Thỏa thuận,,,,,6.0,,,Khác,Khác,Nhà riêng,0,0,0,0,,0,0,1,0,0,0,0,1,0,0,0
Tỉnh lộ 420,Tân,Thạch Thất,Ngoại thành,Tin thường,38033293,69.0,Thỏa thuận,,,,,4.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Chung cư mini,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0
70,Đại Mỗ,Nam Từ Liêm,Nội thành,Tin thường,38506124,100.0,Thỏa thuận,6.0,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,1,,0,0,0,1,0,0,0,0,0,1,0
Ngô Thì Nhậm,La Khê,Hà Đông,Nội thành,Tin thường,25300393,256.0,Thỏa thuận,10.0,40.0,,Đông - Bắc,,5.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất thô,Biệt thự,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0
,Văn Quán,Hà Đông,Nội thành,Tin thường,39173097,40.0,Thỏa thuận,,,,,5.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,0,0,0,,0,0,1,0,0,1,0,0,0,0,0
